Country Name,Country Code,Currency Unit,Year,Indicator,Score
Slovak Republic,SVK,Euro,2017,Overall Score,80.6
Slovak Republic,SVK,Euro,2018,Getting Credit - Score,70
Slovak Republic,SVK,Euro,2018,Resolving insolvency - Score,66.1
Slovak Republic,SVK,Euro,2018,Starting a business - Score,82
Slovak Republic,SVK,Euro,2018,Trading across borders - Score,100
Slovak Republic,SVK,Euro,2018,Overall Score,79.5
Slovak Republic,SVK,Euro,2019,Getting Credit - Score,70
Slovak Republic,SVK,Euro,2019,Resolving insolvency - Score,66.9
Slovak Republic,SVK,Euro,2019,Starting a business - Score,82
Slovak Republic,SVK,Euro,2019,Trading across borders - Score,100
Slovak Republic,SVK,Euro,2019,Overall Score,79.7
Slovak Republic,SVK,Euro,2020,Getting Credit - Score,70
Slovak Republic,SVK,Euro,2020,Resolving insolvency - Score,65.5
Slovak Republic,SVK,Euro,2020,Starting a business - Score,84.8
Slovak Republic,SVK,Euro,2020,Trading across borders - Score,100
Slovak Republic,SVK,Euro,2020,Overall Score,80.1
Slovenia,SVN,Euro,2016,Getting Credit - Score,35
Slovenia,SVN,Euro,2016,Resolving insolvency - Score,83.4
Slovenia,SVN,Euro,2016,Starting a business - Score,94.5
Slovenia,SVN,Euro,2016,Trading across borders - Score,100
Slovenia,SVN,Euro,2016,Overall Score,78.2
Slovenia,SVN,Euro,2017,Getting Credit - Score,35
Slovenia,SVN,Euro,2017,Resolving insolvency - Score,84
Slovenia,SVN,Euro,2017,Starting a business - Score,94.6
Slovenia,SVN,Euro,2017,Trading across borders - Score,100
Slovenia,SVN,Euro,2017,Overall Score,78.4
Slovenia,SVN,Euro,2018,Getting Credit - Score,45
Slovenia,SVN,Euro,2018,Resolving insolvency - Score,83.7
Slovenia,SVN,Euro,2018,Starting a business - Score,94.7
Slovenia,SVN,Euro,2018,Trading across borders - Score,100
Slovenia,SVN,Euro,2018,Overall Score,80.9
Slovenia,SVN,Euro,2019,Getting Credit - Score,45
Slovenia,SVN,Euro,2019,Resolving insolvency - Score,83.7
Slovenia,SVN,Euro,2019,Starting a business - Score,92.9
Slovenia,SVN,Euro,2019,Trading across borders - Score,100
Slovenia,SVN,Euro,2019,Overall Score,80.4
Slovenia,SVN,Euro,2020,Getting Credit - Score,45
Slovenia,SVN,Euro,2020,Resolving insolvency - Score,84.4
Slovenia,SVN,Euro,2020,Starting a business - Score,93
Slovenia,SVN,Euro,2020,Trading across borders - Score,100
Slovenia,SVN,Euro,2020,Overall Score,80.6
Spain,ESP,Euro,2016,Getting Credit - Score,60
Spain,ESP,Euro,2016,Resolving insolvency - Score,75.8
Spain,ESP,Euro,2016,Starting a business - Score,86.4
Spain,ESP,Euro,2016,Trading across borders - Score,100
Spain,ESP,Euro,2016,Overall Score,80.6
Spain,ESP,Euro,2017,Getting Credit - Score,60
Spain,ESP,Euro,2017,Resolving insolvency - Score,79.6
Spain,ESP,Euro,2017,Starting a business - Score,86.7
Spain,ESP,Euro,2017,Trading across borders - Score,100
Spain,ESP,Euro,2017,Overall Score,81.6
Spain,ESP,Euro,2018,Getting Credit - Score,60
Spain,ESP,Euro,2018,Resolving insolvency - Score,78.7
Spain,ESP,Euro,2018,Starting a business - Score,86.7
Spain,ESP,Euro,2018,Trading across borders - Score,100
Spain,ESP,Euro,2018,Overall Score,81.4
Spain,ESP,Euro,2019,Getting Credit - Score,60
Spain,ESP,Euro,2019,Resolving insolvency - Score,79.1
Spain,ESP,Euro,2019,Starting a business - Score,86.9
Spain,ESP,Euro,2019,Trading across borders - Score,100
Spain,ESP,Euro,2019,Overall Score,81.5
Spain,ESP,Euro,2020,Getting Credit - Score,60
Spain,ESP,Euro,2020,Resolving insolvency - Score,79.2
Spain,ESP,Euro,2020,Starting a business - Score,86.9
Spain,ESP,Euro,2020,Trading across borders - Score,100
Spain,ESP,Euro,2020,Overall Score,81.5
